"","Attrition_Flag","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio"
"9355","Existing Customer","F",3,"High School","Single","Less than $40K","Blue",1,2,2,3759,0,0.722,15331,106,0.767,0
"9356","Existing Customer","F",2,"High School","Single","Less than $40K","Blue",1,2,3,3029,2267,0.842,14934,113,0.823,0.748
"9357","Attrited Customer","F",0,"Graduate","Divorced","Less than $40K","Blue",5,1,1,4203,996,0.705,7292,68,0.7,0.237
"9358","Existing Customer","M",4,"High School","Married","$80K - $120K","Blue",1,1,2,21526,1320,0.762,14441,105,0.875,0.061
"9359","Attrited Customer","F",2,"Graduate","Married","Less than $40K","Silver",6,3,3,12207,0,0.319,5838,74,1.056,0
"9360","Existing Customer","F",2,"Graduate","Single","Unknown","Silver",1,3,3,32089,1971,0.671,13796,121,0.833,0.061
"9361","Existing Customer","F",3,"Unknown","Married","Less than $40K","Blue",1,2,2,3541,1042,0.774,14511,123,0.708,0.294
"9362","Existing Customer","M",4,"High School","Married","$40K - $60K","Blue",2,2,2,7139,1512,1.106,14802,112,0.75,0.212
"9363","Existing Customer","F",3,"Unknown","Married","Less than $40K","Blue",1,2,3,3669,2517,0.83,13931,112,0.836,0.686
"9364","Attrited Customer","M",3,"Unknown","Single","$60K - $80K","Blue",1,6,1,5859,0,0.914,8004,82,0.708,0
"9365","Existing Customer","M",2,"Unknown","Divorced","$80K - $120K","Blue",2,1,2,15594,1590,0.679,13016,118,0.616,0.102
"9366","Existing Customer","M",3,"Graduate","Married","$120K +","Gold",1,4,2,34516,1823,1.062,15552,108,0.831,0.053
"9367","Existing Customer","F",2,"High School","Single","Less than $40K","Blue",2,3,2,6704,0,0.856,12576,103,0.776,0
"9368","Existing Customer","M",3,"Uneducated","Married","$60K - $80K","Silver",1,3,2,32417,871,0.911,14381,121,0.862,0.027
"9369","Existing Customer","M",1,"Graduate","Single","$80K - $120K","Blue",1,3,1,2754,2152,0.821,13991,125,0.761,0.781
"9370","Attrited Customer","M",3,"Unknown","Married","$60K - $80K","Silver",1,3,4,27945,0,0.902,8345,70,1.059,0
"9371","Existing Customer","M",2,"Uneducated","Single","$120K +","Blue",1,2,2,34516,1068,0.966,16428,123,0.809,0.031
"9372","Existing Customer","F",2,"Unknown","Married","Less than $40K","Blue",1,2,3,7098,1829,0.557,13139,102,0.789,0.258
"9373","Existing Customer","F",2,"College","Single","Less than $40K","Silver",1,2,3,12338,1277,0.828,15869,109,0.758,0.104
"9374","Existing Customer","M",2,"High School","Single","$60K - $80K","Blue",1,3,2,16703,1140,0.555,15472,122,0.768,0.068
"9375","Existing Customer","M",2,"Uneducated","Married","$80K - $120K","Blue",2,2,2,16667,1463,0.803,15301,115,0.797,0.088
"9376","Attrited Customer","M",1,"Post-Graduate","Unknown","$80K - $120K","Blue",1,3,2,18512,1664,0.889,8019,57,0.583,0.09
"9377","Existing Customer","M",3,"Uneducated","Single","$60K - $80K","Blue",2,3,1,14131,1333,0.767,12779,103,0.689,0.094
"9378","Existing Customer","F",3,"Graduate","Single","Less than $40K","Blue",1,3,1,3276,1474,0.759,14212,116,0.681,0.45
"9379","Existing Customer","M",4,"Post-Graduate","Single","$80K - $120K","Silver",1,3,1,34516,1435,0.865,15584,114,0.839,0.042
"9380","Existing Customer","F",2,"Uneducated","Married","Less than $40K","Blue",1,1,2,3629,1891,0.917,15982,113,0.687,0.521
"9381","Existing Customer","F",4,"Unknown","Single","Less than $40K","Silver",2,3,3,13067,1943,0.85,15172,118,1.034,0.149
"9382","Existing Customer","M",3,"High School","Single","$40K - $60K","Blue",2,2,1,3845,1871,0.847,14593,110,0.803,0.487
"9383","Attrited Customer","M",5,"Uneducated","Single","$80K - $120K","Blue",4,3,3,12094,0,0.995,8607,90,0.957,0
"9384","Existing Customer","M",3,"Graduate","Married","$120K +","Blue",1,1,2,34516,1638,0.761,14474,121,0.833,0.047
"9385","Existing Customer","F",1,"Graduate","Married","Unknown","Blue",2,3,3,13312,1974,0.898,14336,106,0.656,0.148
"9386","Existing Customer","F",1,"Doctorate","Single","Less than $40K","Blue",2,2,2,3466,2517,0.699,13140,94,0.709,0.726
"9387","Existing Customer","M",0,"High School","Single","$40K - $60K","Silver",1,2,1,15223,1729,0.863,14230,111,0.79,0.114
"9388","Existing Customer","M",1,"High School","Married","$120K +","Gold",1,6,3,34516,831,0.727,13247,107,0.754,0.024
"9389","Attrited Customer","F",2,"College","Single","Less than $40K","Blue",4,2,3,5989,0,0.311,5843,60,0.176,0
"9390","Attrited Customer","M",5,"High School","Divorced","$120K +","Blue",2,3,2,5287,0,0.841,8392,69,0.683,0
"9391","Existing Customer","M",1,"High School","Unknown","$40K - $60K","Blue",2,1,3,9060,0,0.775,14305,102,0.645,0
"9392","Existing Customer","M",2,"High School","Unknown","$80K - $120K","Blue",1,1,1,4731,831,0.96,14952,118,0.788,0.176
"9393","Existing Customer","F",0,"Graduate","Single","$40K - $60K","Blue",1,2,3,9502,1881,0.717,14418,100,0.754,0.198
"9394","Existing Customer","M",3,"Graduate","Married","$80K - $120K","Blue",1,3,0,29738,2370,0.806,14270,97,0.902,0.08
"9395","Existing Customer","F",1,"Unknown","Single","Less than $40K","Blue",1,1,2,3918,813,1.149,15867,103,1.06,0.208
"9396","Existing Customer","F",1,"Unknown","Married","Less than $40K","Blue",1,2,3,3944,1006,0.782,15315,124,0.851,0.255
"9397","Existing Customer","M",2,"Uneducated","Married","$120K +","Blue",2,1,2,6577,1800,0.786,14229,120,0.69,0.274
"9398","Existing Customer","M",1,"Graduate","Married","$120K +","Gold",2,3,1,34516,2417,0.947,13021,117,0.625,0.07
"9399","Existing Customer","M",2,"Post-Graduate","Married","$80K - $120K","Blue",1,3,1,34516,714,0.883,14279,97,0.764,0.021
"9400","Existing Customer","M",4,"Graduate","Unknown","$60K - $80K","Blue",1,5,1,8670,1930,0.933,13767,96,0.655,0.223
"9401","Attrited Customer","M",3,"Graduate","Single","$80K - $120K","Blue",1,2,2,32554,0,0.872,8528,87,1.122,0
"9402","Existing Customer","F",1,"High School","Unknown","$40K - $60K","Blue",2,1,3,8331,0,0.705,14324,103,0.689,0
"9403","Existing Customer","F",4,"High School","Single","Unknown","Silver",2,2,2,32056,1668,0.771,12595,106,0.683,0.052
"9404","Existing Customer","M",3,"Uneducated","Married","$60K - $80K","Blue",1,1,2,15524,1148,0.829,13819,106,0.71,0.074
"9405","Existing Customer","F",3,"Graduate","Married","Less than $40K","Blue",2,1,3,4010,2517,0.71,14354,101,0.629,0.628
"9406","Existing Customer","M",5,"High School","Married","$60K - $80K","Blue",2,4,3,3275,1525,0.749,14830,112,0.697,0.466
"9407","Existing Customer","M",1,"Unknown","Single","$60K - $80K","Blue",1,2,2,18349,1209,0.738,16422,110,0.803,0.066
"9408","Existing Customer","M",2,"Post-Graduate","Single","$60K - $80K","Blue",2,3,1,3388,1659,0.842,13557,100,0.724,0.49
"9409","Attrited Customer","M",0,"Post-Graduate","Single","$40K - $60K","Blue",1,1,3,4015,0,1.045,8363,65,0.806,0
"9410","Attrited Customer","M",2,"High School","Single","$60K - $80K","Blue",2,3,2,9719,2517,0.906,9183,51,0.7,0.259
"9411","Existing Customer","M",2,"Post-Graduate","Single","$80K - $120K","Blue",2,3,2,4178,2463,0.815,16216,107,0.814,0.59
"9412","Existing Customer","M",2,"College","Married","$40K - $60K","Gold",1,2,1,3735,1474,0.798,15039,130,0.757,0.395
"9413","Existing Customer","M",4,"Uneducated","Married","$60K - $80K","Silver",1,3,1,29856,1576,0.8,14887,119,0.545,0.053
"9414","Existing Customer","M",1,"Uneducated","Single","$40K - $60K","Blue",2,3,3,11522,1203,0.847,13720,119,0.831,0.104
"9415","Existing Customer","M",3,"Graduate","Married","$40K - $60K","Blue",2,2,3,3161,1788,0.865,13692,117,0.828,0.566
"9416","Attrited Customer","M",2,"Graduate","Married","$80K - $120K","Blue",1,3,3,14774,2517,0.979,8293,63,0.703,0.17
"9417","Attrited Customer","M",4,"Unknown","Married","$60K - $80K","Gold",4,3,2,34516,2517,0.841,8248,66,0.65,0.073
"9418","Existing Customer","F",2,"Graduate","Married","Less than $40K","Blue",2,2,1,5118,980,0.786,14593,109,0.627,0.191
"9419","Attrited Customer","M",2,"College","Married","$80K - $120K","Blue",2,3,3,14682,2517,1.041,8193,72,0.846,0.171
"9420","Existing Customer","M",4,"Uneducated","Married","$40K - $60K","Blue",1,2,2,3108,2280,0.844,14763,99,0.8,0.734
"9421","Existing Customer","M",3,"Graduate","Married","$60K - $80K","Blue",1,1,1,3223,1413,1.009,13648,103,0.635,0.438
"9422","Existing Customer","M",1,"Graduate","Married","$120K +","Blue",5,1,3,28612,2517,0.712,14727,105,0.641,0.088
"9423","Existing Customer","M",1,"Graduate","Married","$60K - $80K","Silver",1,1,1,6224,777,0.743,13503,112,0.623,0.125
"9424","Existing Customer","M",4,"Doctorate","Married","$80K - $120K","Blue",1,2,1,24134,1290,0.814,13311,110,0.642,0.053
"9425","Existing Customer","M",4,"High School","Single","$120K +","Blue",1,3,3,27929,1898,0.725,14755,123,0.732,0.068
"9426","Existing Customer","F",4,"Uneducated","Single","$40K - $60K","Blue",1,3,3,3657,0,0.785,14802,95,0.667,0
"9427","Existing Customer","F",3,"Post-Graduate","Married","Less than $40K","Blue",1,3,1,8257,961,0.741,13769,104,0.857,0.116
"9428","Existing Customer","F",4,"College","Single","$40K - $60K","Gold",1,2,1,23051,1836,0.743,14393,107,0.814,0.08
"9429","Existing Customer","F",2,"Uneducated","Single","$40K - $60K","Blue",2,1,3,14839,2226,0.828,14625,115,0.769,0.15
"9430","Existing Customer","M",3,"Unknown","Married","$60K - $80K","Blue",1,3,1,3755,1591,0.883,14402,110,0.803,0.424
"9431","Existing Customer","M",5,"Unknown","Single","$60K - $80K","Blue",2,3,0,3862,0,0.807,15282,125,0.712,0
"9432","Existing Customer","M",1,"Doctorate","Unknown","$60K - $80K","Blue",1,3,1,7539,0,1.023,15293,129,0.743,0
"9433","Attrited Customer","M",4,"High School","Married","$80K - $120K","Blue",2,3,2,10588,503,0.918,7886,70,0.75,0.048
"9434","Existing Customer","M",2,"Graduate","Single","$40K - $60K","Blue",2,1,2,11808,0,0.813,13751,113,0.823,0
"9435","Existing Customer","M",1,"High School","Divorced","$40K - $60K","Silver",1,1,3,15504,1277,0.612,14181,126,0.615,0.082
"9436","Attrited Customer","F",4,"Uneducated","Divorced","Unknown","Blue",4,4,1,12091,0,0.898,8127,74,0.805,0
"9437","Existing Customer","M",3,"High School","Married","$80K - $120K","Blue",2,1,1,13818,609,0.787,13209,101,0.656,0.044
"9438","Existing Customer","F",2,"Unknown","Married","$40K - $60K","Blue",2,3,3,4442,1107,0.822,14437,109,0.912,0.249
"9439","Existing Customer","M",3,"High School","Married","$60K - $80K","Blue",2,1,2,5282,1144,0.8,13513,115,0.597,0.217
"9440","Existing Customer","M",3,"College","Married","$80K - $120K","Blue",1,1,3,34516,1617,0.625,13083,93,0.722,0.047
"9441","Existing Customer","M",1,"High School","Single","$80K - $120K","Blue",1,4,2,34516,1583,0.824,12192,112,0.672,0.046
"9442","Existing Customer","F",1,"Unknown","Married","Less than $40K","Silver",2,3,1,10353,1520,0.724,15028,124,0.746,0.147
"9443","Existing Customer","M",3,"Graduate","Married","$80K - $120K","Blue",1,4,1,9959,0,0.751,14948,125,0.866,0
"9444","Existing Customer","M",2,"Graduate","Married","$60K - $80K","Blue",2,2,1,6280,2181,0.795,14109,92,0.878,0.347
"9445","Attrited Customer","M",4,"Unknown","Divorced","$120K +","Blue",2,2,3,13694,2219,1.078,9040,63,0.8,0.162
"9446","Existing Customer","M",2,"Graduate","Single","Less than $40K","Blue",1,3,2,8940,1518,0.726,14459,97,0.702,0.17
"9447","Existing Customer","M",2,"Uneducated","Married","$60K - $80K","Blue",2,3,1,6546,1908,0.697,14103,112,0.672,0.291
"9448","Existing Customer","F",2,"Unknown","Married","Unknown","Silver",1,1,2,32587,992,1.139,15958,113,0.687,0.03
"9449","Existing Customer","M",2,"Graduate","Single","$60K - $80K","Blue",1,1,1,11474,0,0.628,13041,98,0.661,0
"9450","Existing Customer","M",5,"Unknown","Single","$120K +","Silver",1,3,3,34516,2203,0.728,14204,96,0.92,0.064
"9451","Attrited Customer","F",2,"High School","Married","Less than $40K","Blue",4,3,3,9463,764,0.994,7106,61,0.906,0.081
"9452","Existing Customer","M",3,"Post-Graduate","Married","$40K - $60K","Blue",1,1,2,12552,1405,0.702,15508,95,0.792,0.112
"9453","Existing Customer","M",2,"Graduate","Single","$60K - $80K","Blue",2,3,2,21679,1073,0.745,15581,115,0.797,0.049
"9454","Existing Customer","M",5,"Post-Graduate","Unknown","$40K - $60K","Blue",1,2,2,10531,2330,0.757,14955,118,0.662,0.221
"9455","Existing Customer","F",1,"Uneducated","Single","Less than $40K","Blue",1,3,2,4905,2413,0.853,15478,109,0.73,0.492
"9456","Existing Customer","M",3,"College","Unknown","$80K - $120K","Silver",2,2,2,34516,0,0.758,12847,106,0.738,0
"9457","Existing Customer","M",3,"Graduate","Single","$80K - $120K","Silver",2,2,3,34516,2120,0.9,14626,97,0.644,0.061
"9458","Attrited Customer","M",2,"Graduate","Married","Less than $40K","Silver",1,1,3,10017,726,0.924,9299,68,0.619,0.072
"9459","Attrited Customer","M",2,"Uneducated","Unknown","$80K - $120K","Blue",1,1,2,31832,518,0.972,10201,59,0.788,0.016
"9460","Existing Customer","F",1,"Graduate","Married","Less than $40K","Blue",2,3,2,5843,1346,0.641,13299,95,0.863,0.23
"9461","Existing Customer","M",2,"Graduate","Single","$80K - $120K","Blue",2,2,1,34427,1613,0.704,13545,112,0.672,0.047
"9462","Attrited Customer","M",3,"High School","Unknown","$80K - $120K","Silver",1,2,3,34516,0,0.794,9177,50,1.083,0
"9463","Existing Customer","M",3,"Unknown","Unknown","$80K - $120K","Platinum",1,2,3,34516,1723,0.628,13853,98,0.782,0.05
"9464","Existing Customer","M",0,"Graduate","Divorced","$80K - $120K","Silver",1,3,3,34516,1984,0.757,14969,96,0.811,0.057
"9465","Attrited Customer","F",3,"Doctorate","Married","Less than $40K","Blue",2,3,2,4779,2517,0.929,8912,63,0.658,0.527
"9466","Existing Customer","M",1,"Unknown","Single","$60K - $80K","Blue",2,3,3,4248,1177,0.821,13958,116,0.785,0.277
"9467","Existing Customer","M",0,"Post-Graduate","Single","$40K - $60K","Blue",1,2,3,7872,989,0.809,13746,104,0.733,0.126
"9468","Existing Customer","F",3,"Graduate","Unknown","Less than $40K","Blue",1,3,2,6077,1421,0.739,12489,97,0.764,0.234
"9469","Existing Customer","F",3,"Graduate","Single","Less than $40K","Blue",2,3,1,3882,2029,0.751,13980,128,0.707,0.523
"9470","Existing Customer","F",2,"High School","Married","Less than $40K","Blue",1,1,1,7207,1645,0.969,13730,96,0.745,0.228
"9471","Existing Customer","F",4,"Unknown","Single","$40K - $60K","Blue",1,1,2,6121,1679,0.705,14224,117,0.887,0.274
"9472","Attrited Customer","M",4,"Uneducated","Single","$80K - $120K","Blue",6,3,2,34516,572,1.05,8659,81,1.077,0.017
"9473","Existing Customer","M",1,"Uneducated","Married","$40K - $60K","Blue",2,2,3,3535,1964,0.661,14080,85,0.809,0.556
"9474","Attrited Customer","F",2,"Unknown","Single","Unknown","Silver",2,2,3,34516,1783,0.821,8472,80,0.739,0.052
"9475","Attrited Customer","M",1,"Graduate","Single","$80K - $120K","Silver",6,3,3,34516,432,0.807,9045,72,1,0.013
"9476","Existing Customer","M",2,"Unknown","Married","$60K - $80K","Blue",2,1,2,6224,1329,0.74,14238,93,0.755,0.214
"9477","Existing Customer","F",0,"Doctorate","Single","Less than $40K","Blue",2,2,3,9178,1585,0.617,14932,110,0.803,0.173
"9478","Existing Customer","M",1,"High School","Married","$60K - $80K","Blue",2,1,3,4328,1493,0.651,14731,120,0.765,0.345
"9479","Existing Customer","M",2,"College","Married","$80K - $120K","Blue",1,2,2,9959,1049,0.976,15195,99,0.941,0.105
"9480","Existing Customer","F",0,"Uneducated","Single","Less than $40K","Blue",1,2,2,9634,2076,0.876,14218,102,0.759,0.215
"9481","Existing Customer","F",2,"Unknown","Divorced","Unknown","Blue",2,2,2,19033,1555,1.001,16033,116,0.812,0.082
"9482","Existing Customer","M",1,"Uneducated","Married","$60K - $80K","Blue",2,3,1,8624,1709,0.967,15738,111,0.82,0.198
"9483","Attrited Customer","M",3,"Graduate","Divorced","$40K - $60K","Blue",1,2,2,3575,0,0.843,7672,66,0.737,0
"9484","Attrited Customer","F",2,"Graduate","Unknown","$40K - $60K","Blue",2,3,3,5508,0,0.89,7507,78,0.733,0
"9485","Existing Customer","M",2,"Graduate","Single","Less than $40K","Blue",1,2,3,5871,1829,0.81,15645,117,0.746,0.312
"9486","Attrited Customer","M",1,"Uneducated","Single","$60K - $80K","Blue",6,4,3,15219,2281,0.832,7625,78,0.95,0.15
"9487","Existing Customer","M",2,"Uneducated","Single","$120K +","Blue",2,3,1,34516,2328,0.855,15754,121,0.729,0.067
"9488","Existing Customer","M",1,"Uneducated","Married","$40K - $60K","Blue",1,3,1,8147,1750,0.751,14912,114,0.869,0.215
"9489","Existing Customer","F",2,"Post-Graduate","Single","Less than $40K","Blue",1,3,1,3525,1519,0.685,13625,110,1,0.431
"9490","Existing Customer","M",1,"Graduate","Married","$40K - $60K","Blue",1,1,2,9711,972,0.647,14926,115,0.742,0.1
"9491","Existing Customer","M",2,"High School","Married","$80K - $120K","Blue",1,1,1,11358,1425,0.611,14327,92,0.673,0.125
"9492","Existing Customer","F",3,"Graduate","Married","Less than $40K","Blue",1,2,1,6765,0,0.739,14133,124,0.771,0
"9493","Attrited Customer","M",4,"Graduate","Married","$80K - $120K","Blue",1,3,6,4725,1253,1.008,9134,77,0.974,0.265
"9494","Attrited Customer","F",4,"Graduate","Single","Less than $40K","Blue",1,2,3,3699,913,0.866,7297,71,0.69,0.247
"9495","Existing Customer","M",1,"Graduate","Married","$80K - $120K","Silver",1,2,1,34516,1666,0.82,13971,116,0.812,0.048
"9496","Existing Customer","F",0,"High School","Divorced","Less than $40K","Blue",2,3,0,8851,1753,0.627,14783,110,0.864,0.198
"9497","Existing Customer","F",1,"College","Unknown","Less than $40K","Blue",1,2,1,8506,0,0.719,14289,113,0.638,0
"9498","Existing Customer","M",2,"Graduate","Divorced","Less than $40K","Blue",1,3,2,3442,1229,0.81,14618,100,0.724,0.357
"9499","Existing Customer","F",2,"Graduate","Married","Less than $40K","Blue",1,3,2,3731,0,0.767,13234,92,0.84,0
"9500","Existing Customer","F",2,"Unknown","Married","Less than $40K","Blue",1,6,3,7744,1893,0.813,16059,124,0.722,0.244
"9501","Existing Customer","M",2,"High School","Single","$40K - $60K","Blue",2,3,2,5972,0,0.606,14227,116,0.706,0
"9502","Existing Customer","M",2,"Unknown","Divorced","$80K - $120K","Blue",1,2,2,21714,1969,0.944,13270,104,0.625,0.091
"9503","Existing Customer","M",1,"Uneducated","Single","$80K - $120K","Blue",2,2,1,3371,1530,0.828,13432,118,0.815,0.454
"9504","Existing Customer","F",2,"Graduate","Married","Less than $40K","Blue",2,1,1,9546,960,0.71,14211,111,0.657,0.101
"9505","Existing Customer","F",1,"Post-Graduate","Single","Less than $40K","Blue",2,3,3,3848,0,0.841,14054,105,0.694,0
"9506","Existing Customer","M",3,"Graduate","Single","$40K - $60K","Blue",1,3,1,9199,1230,0.591,15367,123,0.685,0.134
"9507","Existing Customer","M",2,"High School","Married","$60K - $80K","Blue",2,3,1,13381,1845,0.883,14532,116,0.871,0.138
"9508","Existing Customer","F",1,"Graduate","Single","$40K - $60K","Blue",2,1,3,2833,1622,0.951,14341,101,0.712,0.573
"9509","Existing Customer","F",2,"Post-Graduate","Single","Unknown","Blue",2,2,3,15101,1396,0.692,13545,96,0.655,0.092
"9510","Existing Customer","F",3,"Unknown","Married","Less than $40K","Blue",2,1,2,3603,1465,0.63,14235,101,0.656,0.407
"9511","Existing Customer","F",0,"Doctorate","Single","Less than $40K","Blue",2,2,2,4132,2517,0.786,13820,129,0.697,0.609
"9512","Existing Customer","F",0,"College","Single","Less than $40K","Blue",1,2,2,4366,1870,0.814,15451,127,0.764,0.428
"9513","Existing Customer","M",4,"Graduate","Single","$40K - $60K","Blue",1,1,2,6128,2239,0.768,13505,116,0.681,0.365
"9514","Attrited Customer","M",3,"Graduate","Unknown","$60K - $80K","Gold",2,3,2,34516,2517,0.579,6782,67,0.763,0.073
"9515","Existing Customer","F",4,"High School","Single","Less than $40K","Blue",1,2,3,6882,1930,0.915,13836,113,0.766,0.28
"9516","Existing Customer","M",4,"Uneducated","Married","$80K - $120K","Blue",1,2,1,13490,1567,0.795,13159,105,0.75,0.116
"9517","Existing Customer","M",3,"High School","Married","$80K - $120K","Blue",2,1,2,17978,1820,0.85,15657,114,0.81,0.101
"9518","Existing Customer","M",3,"Post-Graduate","Married","$40K - $60K","Blue",2,2,2,3821,1673,0.869,15005,89,0.712,0.438
"9519","Existing Customer","F",2,"Graduate","Single","Less than $40K","Blue",2,3,3,3624,1641,0.833,15824,121,0.779,0.453
"9520","Existing Customer","F",3,"High School","Single","Less than $40K","Blue",1,3,1,3787,824,0.809,16220,120,0.69,0.218
"9521","Existing Customer","F",1,"College","Single","Less than $40K","Blue",2,2,2,4623,1366,0.776,14730,118,0.735,0.295
"9522","Existing Customer","M",2,"High School","Married","$80K - $120K","Blue",2,1,2,4343,2220,1.045,14463,119,0.776,0.511
"9523","Existing Customer","F",3,"High School","Unknown","$40K - $60K","Silver",1,2,1,17328,0,0.82,15367,105,0.641,0
"9524","Existing Customer","F",3,"High School","Married","Less than $40K","Blue",2,1,1,3803,2437,0.809,14397,117,0.746,0.641
"9525","Existing Customer","M",3,"Graduate","Married","$60K - $80K","Blue",1,2,1,23889,603,0.792,13360,124,0.968,0.025
"9526","Existing Customer","F",3,"Graduate","Divorced","Unknown","Silver",2,1,2,34516,2381,0.748,15071,103,0.717,0.069
"9527","Attrited Customer","M",4,"Graduate","Single","$80K - $120K","Blue",2,3,2,3999,0,0.938,7567,76,0.652,0
"9528","Existing Customer","M",4,"Unknown","Single","$80K - $120K","Blue",1,2,1,11782,2177,0.875,16605,110,0.692,0.185
"9529","Existing Customer","F",4,"Unknown","Single","Less than $40K","Blue",2,1,2,3220,0,0.782,13339,90,0.698,0
"9530","Existing Customer","F",3,"Unknown","Unknown","$40K - $60K","Blue",2,1,1,9742,2517,0.692,13082,92,0.804,0.258
"9531","Attrited Customer","M",3,"Graduate","Single","$60K - $80K","Blue",2,4,2,4178,0,0.882,7914,54,0.862,0
"9532","Existing Customer","M",4,"Graduate","Married","$80K - $120K","Blue",1,1,1,34516,738,0.719,15143,121,0.635,0.021
"9533","Existing Customer","M",4,"Graduate","Married","$80K - $120K","Blue",1,1,3,26819,1657,0.816,14450,111,0.762,0.062
"9534","Attrited Customer","M",1,"Graduate","Divorced","$80K - $120K","Blue",1,3,3,9580,132,0.32,5385,51,0.308,0.014
"9535","Existing Customer","F",4,"Unknown","Single","Less than $40K","Blue",2,2,1,7940,1669,0.696,15445,118,0.934,0.21
"9536","Existing Customer","M",1,"Graduate","Single","$60K - $80K","Gold",1,3,2,34516,1662,0.751,13578,105,0.615,0.048
"9537","Existing Customer","M",2,"Uneducated","Married","$40K - $60K","Blue",2,2,2,3471,0,0.871,14381,115,0.742,0
"9538","Attrited Customer","M",2,"Unknown","Single","$120K +","Blue",2,4,2,14938,0,0.758,8192,80,0.778,0
"9539","Existing Customer","F",3,"Graduate","Divorced","Unknown","Blue",2,2,3,14072,1917,0.653,13432,107,0.981,0.136
"9540","Existing Customer","F",1,"Unknown","Married","$40K - $60K","Silver",1,3,3,15928,1527,0.838,14678,125,0.712,0.096
"9541","Attrited Customer","M",2,"Uneducated","Married","$80K - $120K","Blue",6,2,3,20798,1059,1.049,8038,90,0.837,0.051
"9542","Existing Customer","F",1,"Graduate","Single","Less than $40K","Blue",2,3,1,9752,1423,0.872,14220,108,0.964,0.146
"9543","Existing Customer","M",1,"Unknown","Single","$40K - $60K","Blue",1,2,1,3234,1514,0.846,13803,100,0.695,0.468
"9544","Attrited Customer","M",2,"Graduate","Married","$80K - $120K","Blue",4,3,3,24844,1273,0.437,6549,75,0.974,0.051
"9545","Existing Customer","M",2,"Uneducated","Married","$80K - $120K","Blue",2,1,3,3090,0,0.769,14198,101,0.804,0
"9546","Attrited Customer","F",3,"Post-Graduate","Divorced","Less than $40K","Blue",5,3,1,9943,2138,0.949,8325,54,1,0.215
"9547","Existing Customer","M",3,"Graduate","Married","$60K - $80K","Blue",1,2,3,3384,799,0.737,13152,100,0.754,0.236
"9548","Existing Customer","F",1,"Uneducated","Single","Less than $40K","Blue",1,2,1,3640,1419,0.749,13306,99,0.678,0.39
"9549","Existing Customer","M",4,"Uneducated","Married","$80K - $120K","Silver",1,2,3,34516,1420,0.848,14672,110,0.803,0.041
"9550","Existing Customer","F",3,"Graduate","Married","Less than $40K","Silver",1,2,3,10186,1608,0.712,14023,106,0.767,0.158
"9551","Existing Customer","F",2,"High School","Single","Less than $40K","Platinum",1,3,1,15987,2262,0.714,15513,127,0.649,0.141
"9552","Attrited Customer","M",0,"College","Single","$80K - $120K","Blue",2,3,3,16983,0,1.061,8526,79,0.837,0
"9553","Attrited Customer","M",2,"Unknown","Married","$120K +","Blue",6,3,3,34516,2517,1.052,7866,63,0.75,0.073
"9554","Existing Customer","M",2,"Uneducated","Single","$80K - $120K","Silver",2,3,3,34516,2136,0.849,14667,119,0.75,0.062
"9555","Existing Customer","M",2,"High School","Single","$80K - $120K","Blue",1,3,2,34516,0,0.768,14036,99,0.768,0
"9556","Existing Customer","F",4,"Unknown","Married","$40K - $60K","Blue",1,2,2,4268,1509,0.562,14351,112,0.867,0.354
"9557","Existing Customer","F",2,"High School","Married","Unknown","Blue",2,3,2,10748,1084,0.868,16541,126,0.68,0.101
"9558","Attrited Customer","F",2,"Unknown","Married","Unknown","Silver",2,2,2,31718,0,0.91,7432,64,0.641,0
"9559","Attrited Customer","M",2,"College","Single","$80K - $120K","Blue",1,3,1,9959,2517,0.884,8847,85,0.771,0.253
"9560","Existing Customer","M",1,"College","Married","$80K - $120K","Silver",2,2,2,34516,1484,1.015,16373,114,0.9,0.043
"9561","Existing Customer","M",1,"High School","Single","$60K - $80K","Blue",1,5,1,11898,2517,0.745,15798,128,0.73,0.212
"9562","Attrited Customer","M",2,"Post-Graduate","Single","$80K - $120K","Silver",2,3,3,34516,1847,0.557,7842,61,0.794,0.054
"9563","Existing Customer","M",1,"Uneducated","Married","$60K - $80K","Blue",1,3,1,13056,1890,0.713,14280,102,0.672,0.145
"9564","Existing Customer","M",0,"Graduate","Single","Less than $40K","Silver",1,1,3,14002,1413,0.621,13849,128,0.882,0.101
"9565","Attrited Customer","M",3,"Graduate","Married","$60K - $80K","Blue",5,3,6,5500,442,0.609,7720,67,0.558,0.08
"9566","Attrited Customer","M",3,"Uneducated","Married","$120K +","Blue",2,3,3,8549,0,1.023,9192,77,0.791,0
"9567","Attrited Customer","M",2,"Unknown","Married","Less than $40K","Blue",5,3,1,4390,0,1.005,8454,69,0.769,0
"9568","Attrited Customer","M",1,"College","Single","$80K - $120K","Blue",2,2,3,24884,0,0.072,5107,53,0.293,0
"9569","Existing Customer","F",2,"Graduate","Married","Unknown","Blue",1,1,1,3591,1760,0.507,13289,121,0.754,0.49
"9570","Attrited Customer","F",3,"Uneducated","Single","Less than $40K","Blue",2,5,4,4841,859,1.003,8918,87,0.977,0.177
